X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,GlobalID
-9152296.7,4383106.14,33756,19824201,RIDGEVIEW PAVILION (BRISTOL REGION),103 NORTH STREET,BRISTOL,VA,24201,NOT AVAILABLE,(423) 844-6000,PSYCHIATRIC,OPEN,28,BRISTOL,51520,USA,36.5971765,-82.21648,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,https://www.balladhealth.org/behavioral-health/ridgeview-pavilion,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,28,NOT AVAILABLE,N,{F3A9E54D-E64A-4DDF-A2A6-55428FBEDA6E}
-8487670.3,4403693.18,33774,11923320,CHESAPEAKE REGIONAL MEDICAL CENTER,736 BATTLEFIELD BOULEVARD NORTH,CHESAPEAKE,VA,23320,NOT AVAILABLE,(757) 312-8120,GENERAL ACUTE CARE,OPEN,310,CHESAPEAKE,51550,USA,36.7455093,-76.246039,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.chesapeakeregional.com,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - DISTRICT/AUTHORITY,-999,310,NOT AVAILABLE,Y,{883A2EBE-B186-406A-BAEA-FA973A250BF5}
-8740873.7,4585822.42,33776,2422903,UVA KLUGE CHILDRENS REHABILITATION CENTER,2270 IVY ROAD,CHARLOTTESVILLE,VA,22901,NOT AVAILABLE,(434) 924-5161,CHILDREN,CLOSED,19,ALBEMARLE,51003,USA,38.0452665,-78.520604,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.healthsystem.virginia.edu/internet/pediatrics/kcrc/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,19,NOT AVAILABLE,N,{5A609AE0-ACFE-4ADD-8DF6-0A40082778AF}
-8542835.4,4486249.27,33777,14523188,VERNON M. GEDDY JR. OUTPATIENT CENTER,6601 MOORETOWN ROAD,WILLIAMSBURG,VA,23188,NOT AVAILABLE,(757) 345-4310,GENERAL ACUTE CARE,CLOSED,-999,YORK,51199,USA,37.3374596,-76.741596,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/williamsburg/williamsburg/pages/geddyoutpatientcenter.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NOT AVAILABLE,-999,-999,NOT AVAILABLE,Y,{6FCA2B00-274F-43BF-BEE5-F9ECD0612DD3}
-8583348.9,4696224.24,33778,2522304,INOVA ALEXANDRIA HOSPITAL,4320 SEMINARY ROAD,ALEXANDRIA,VA,22304,NOT AVAILABLE,(703) 504-3000,GENERAL ACUTE CARE,OPEN,318,ALEXANDRIA,51510,USA,38.8221236,-77.105535,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.inova.org/patient-and-visitor-information/facilities/inova-alexandria-hospital/index.jsp,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,318,NOT AVAILABLE,Y,{3F0EAB28-FDC6-47E7-BD40-FEF905BEFD0B}
-8989859.6,4448613.8,33781,7524301,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,NOT AVAILABLE,(540) 994-8100,GENERAL ACUTE CARE,OPEN,135,PULASKI,51155,USA,37.0681752,-80.757283,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.pulaskicommunityhospital.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,135,NOT AVAILABLE,Y,{90CD66C0-41A1-4E11-8CDB-06B39CEC2063}
-8491631.1,4425105.49,33782,12623505,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,NOT AVAILABLE,(757) 889-5000,GENERAL ACUTE CARE,OPEN,180,NORFOLK,51710,USA,36.8994847,-76.28162,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bonsecourshamptonroads.com/find-a-facility-depaul-medical-center.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,180,NOT AVAILABLE,Y,{2C41A0FE-D684-4020-B86C-F581293DB09A}
-8481390.8,4418336.52,33783,13123502,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,NORFOLK,VA,23502,NOT AVAILABLE,(757) 261-6000,GENERAL ACUTE CARE,OPEN,250,NORFOLK,51710,USA,36.8508427,-76.189629,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/leigh/pages/leigh.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,250,NOT AVAILABLE,Y,{632F27C3-7C06-4452-9974-0618E8CEB9E9}
-8705000.7,4711698.73,33784,822630,VALLEY HEALTH WARREN MEMORIAL HOSPITAL,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,NOT AVAILABLE,(540) 636-0300,GENERAL ACUTE CARE,OPEN,60,WARREN,51187,USA,38.9303431,-78.198351,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.valleyhealthlink.com/wmh,NOT AVAILABLE,WARREN MEMORIAL HOSPITAL,51,NON-PROFIT,-999,60,NOT AVAILABLE,Y,{A256928B-EA6F-416B-AB98-70E16EEDA1F1}
-8504023.2,4437168.42,33785,13723607,HAMPTON ROADS SPECIALTY HOSPITAL,245 CHESAPEAKE AVENUE,NEWPORT NEWS,VA,23607,NOT AVAILABLE,(757) 534-5000,LONG TERM CARE,OPEN,25,NEWPORT NEWS,51700,USA,36.9860924,-76.392941,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.hamptonroadsspecialtyhospital.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,N,{DB8609E7-2615-406C-A1EB-CBFDC07C9997}
-8907612.6,4477362.44,33788,5024153,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,NOT AVAILABLE,(540) 982-2460,MILITARY,OPEN,288,SALEM,51775,USA,37.2739604,-80.018445,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.salem.va.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,288,NOT AVAILABLE,N,{4F96EC07-06FE-43F4-828E-7581AAC462A0}
-8509473.3,4420803.31,33789,15623435,BON SECOURS HEALTH CENTER AT HARBOUR VIEW,5818 HARBOUR VIEW BOULEVARD,SUFFOLK,VA,23435,NOT AVAILABLE,(757) 673-5800,GENERAL ACUTE CARE,OPEN,-999,SUFFOLK,51800,USA,36.8685726,-76.441899,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bonsecourshamptonroads.com/find-a-facility-harbour-view-health-center.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,-999,NOT AVAILABLE,N,{EA6E0CE7-6B7E-455B-A3DF-3730682518DC}
-8526467.4,4405782.76,33790,15723434,LAKEVIEW MEDICAL CENTER,2000 MEADE PARKWAY,SUFFOLK,VA,23434,NOT AVAILABLE,(757) 539-0250,GENERAL ACUTE CARE,OPEN,-999,SUFFOLK,51800,USA,36.7605491,-76.59456,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.lakeviewmed.org/index.cfm/fuseaction/site.physicians/action/dtl/phys/99842375.cfm,NOT AVAILABLE,LAKEVIEW MEDICAL CENTER,51,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N,{EED0B775-0EAC-4569-931F-BF2AB332CE1D}
-8631455.4,4397591.57,33791,9623847,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,23847,NOT AVAILABLE,(434) 348-4400,GENERAL ACUTE CARE,OPEN,80,EMPORIA,51595,USA,36.701576,-77.537683,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.svrmc.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,80,NOT AVAILABLE,Y,{FBA80732-913D-4903-ADA5-08B66F949BA4}
-8661665.2,4680610.88,33792,1820186,FAUQUIER HOSPITAL,500 HOSPITAL DRIVE,WARRENTON,VA,20186,NOT AVAILABLE,(540) 347-2550,GENERAL ACUTE CARE,OPEN,97,FAUQUIER,51061,USA,38.712766,-77.809062,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.fauquierhospital.org,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,97,NOT AVAILABLE,Y,{110E4E7C-A97F-4940-A060-921A1540B3C1}
-9197824.6,4431368.06,33794,6424273,WELLMONT MOUNTAIN VIEW REGIONAL MEDICAL CENTER,"310 3RD STREET, NE",NORTON,VA,24273,NOT AVAILABLE,(276) 679-9100,GENERAL ACUTE CARE,OPEN,133,NORTON,51720,USA,36.94446,-82.625464,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.wellmont.org/our-facilities/hospitals-and-medical-centers/mountain-view-regional-medical-center/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,133,NOT AVAILABLE,Y,{034609CB-F314-4631-AA0E-19898E216CF6}
-9178186.1,4461527.03,33795,6024228,DICKENSON COMMUNITY HOSPITAL AND GREEN OAK BEHAVIORAL HEALTH,312 HOSPITAL DRIVE,CLINTWOOD,VA,24228,NOT AVAILABLE,(276) 926-0300,GENERAL ACUTE CARE,OPEN,25,DICKENSON,51051,USA,37.1606785,-82.449048,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.msha.com/dch.cfm?id=1507,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{64EF700C-75D0-45EA-828D-F1BB30E1F603}
-8585769.3,4705767.32,33796,2622205,VIRGINIA HOSPITAL CENTER,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205,NOT AVAILABLE,(703) 558-5000,GENERAL ACUTE CARE,OPEN,334,ARLINGTON,51013,USA,38.8888818,-77.127278,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.virginiahospitalcenter.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,334,NOT AVAILABLE,N,{0AFACC07-C064-4DE3-BE6C-5BE8CE888BA7}
-8541754.6,4483085.78,33797,147123188,THE PAVILION AT WILLIAMSBURG PLACE,5483 MOORETOWN ROAD,WILLIAMSBURG,VA,23188,NOT AVAILABLE,(757) 565-0106,PSYCHIATRIC,OPEN,57,JAMES CITY,51095,USA,37.3148616,-76.731887,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.pavilionwp.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,57,NOT AVAILABLE,N,{143CF998-D180-41A5-B76D-05DCFBC4A995}
-8481371.7,4418649.01,33798,19123502,KEMPSVILLE CENTER FOR BEHAVIORAL HEALTH,860 KEMPSVILLE ROAD,NORFOLK,VA,23502,NOT AVAILABLE,(757) 461-4565,PSYCHIATRIC,OPEN,82,NORFOLK,51710,USA,36.8530889,-76.189458,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.kempsvillecbh.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,82,NOT AVAILABLE,Y,{E29522A0-1309-49ED-8482-62B8E90FD298}
-8632463.4,4742436.5,33799,19220176,NORTH SPRING BEHAVIORAL HEALTHCARE,42009 VICTORY LANE,LEESBURG,VA,20176,NOT AVAILABLE,(703) 777-0800,PSYCHIATRIC,OPEN,100,LOUDOUN,51107,USA,39.144816,-77.546738,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.northspringleesburg.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,N,{ADD8E40A-8AFA-4251-BF80-33A63ABC3B1D}
-8644920.2,4504359.18,33801,8423114,BON SECOURS ST. FRANCIS MEDICAL CENTER,13710 ST. FRANCIS BOULEVARD,MIDLOTHIAN,VA,23114,NOT AVAILABLE,(804) 594-7300,GENERAL ACUTE CARE,OPEN,130,CHESTERFIELD,51041,USA,37.4666946,-77.65864,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-st-francis-medical-center.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,130,NOT AVAILABLE,N,{895E7256-53C3-4389-B95B-F43571376D3F}
-8779913.6,4641755.99,33838,422801,ROCKINGHAM MEMORIAL HOSPITAL,235 CANTRELL AVENUE,HARRISONBURG,VA,22801,NOT AVAILABLE,(540) 689-1000,GENERAL ACUTE CARE,CLOSED,270,HARRISONBURG,51660,USA,38.4398952,-78.871306,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.rmhonline.com,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,270,NOT AVAILABLE,N,{5E2A4715-2ECB-47B7-A531-766094CABA5A}
-8649105.3,4510461.32,34236,125,BON SECOURS ST FRANCIS WATKINS CENTRE,601 WATKINS CENTRE PKWY,MIDLOTHIAN,VA,23113,NOT AVAILABLE,(804) 594-7950,GENERAL ACUTE CARE,OPEN,16,CHESTERFIELD,51041,USA,37.5101902,-77.696235,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2015/05/23 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-st-francis-watkins-centre.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,16,NOT AVAILABLE,N,{F1901DB2-07BE-47F2-8508-3FA1FB2D4909}
-8984932.4,4485635.96,34264,145724134,CARILION GILES COMMUNITY HOSPITAL,159 HARTLEY WAY,PEARISBURG,VA,24134,NOT AVAILABLE,(540) 921-6000,CRITICAL ACCESS,OPEN,25,GILES,51071,USA,37.3330791,-80.713021,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.carilionclinic.org/carilion/cgmh,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{86809249-82ED-4651-AA72-B0B88A2BF570}
-8933933.7,4389909.8,34283,8324171,PIONEER COMMUNITY HOSPITAL,18688 JEB STUART HIGHWAY,STUART,VA,24171,NOT AVAILABLE,(276) 694-8680,CRITICAL ACCESS,CLOSED,25,PATRICK,51141,USA,36.6462296,-80.254892,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2016/08/16 00:00:00+00,IMAGERY/OTHER,2019/04/16 00:00:00+00,http://www.phscorporate.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,25,NOT AVAILABLE,N,{38304D74-6CF7-4FEF-AB48-9BDC8303F40C}
-8569211.9,4515538.42,34286,8923124,CUMBERLAND HOSPITAL FOR CHILDREN AND ADOLESCENTS,9407 CUMBERLAND ROAD,NEW KENT,VA,23124,NOT AVAILABLE,(804) 966-2240,CHILDREN,OPEN,110,NEW KENT,51127,USA,37.54636,-76.978541,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2019/04/16 00:00:00+00,http://cumberlandhospital.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,110,NOT AVAILABLE,N,{E0CEE353-DE15-4FEB-A509-3878F594EB8E}
-8524092.6,4461705.24,34297,13923604,MCDONALD ARMY COMMUNITY HOSPITAL,576 JEFFERSON AVENUE,FORT EUSTIS,VA,23604,NOT AVAILABLE,(757) 314-7500,MILITARY,OPEN,30,NEWPORT NEWS,51700,USA,37.1619543,-76.573226,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2019/04/16 00:00:00+00,http://mcdonald.narmc.amedd.army.mil/default.aspx,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,30,NOT AVAILABLE,N,{8585D451-B88A-4F4E-90D6-C1EE20C2AD72}
-8851849.7,4488201.66,34432,5124523,BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,24523,NOT AVAILABLE,(540) 586-2440,GENERAL ACUTE CARE,OPEN,50,BEDFORD CITY,51515,USA,37.3514029,-79.517518,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.bmhva.com,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,50,NOT AVAILABLE,Y,{8771F8CC-EFEE-4669-B8B2-EE49B71D9E05}
-8494138.6,4419997.46,34495,12823507,HOSPITAL FOR EXTENDED RECOVERY,"600 GRESHAM DRIVE, SUITE 700",NORFOLK,VA,23507,NOT AVAILABLE,(757) 668-1700,LONG TERM CARE,OPEN,35,NORFOLK,51710,USA,36.8627811,-76.304145,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/norfolkgeneral/pages/hospital_for_extended_recovery.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,35,NOT AVAILABLE,Y,{FE0CFF88-E21C-44FF-9CC2-39514DD253C3}
-8815144.9,4500371.68,34594,145924503,CENTRA SPECIALTY HOSPITAL,"3300 RIVERMONT AVENUE, KRISE 3",LYNCHBURG,VA,24503,NOT AVAILABLE,(434) 200-1960,LONG TERM CARE,OPEN,36,LYNCHBURG,51680,USA,37.4382583,-79.187794,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,http://www.centraspecialtyhospital.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,36,NOT AVAILABLE,N,{88262DBD-86AC-4C87-A9C5-578969CAF7CE}
-8644956.7,4504375.11,34615,8623114,SHELTERING ARMS HOSPITAL SOUTH,"13700 ST. FRANCIS BOULEVARD, SUITE 400",MIDLOTHIAN,VA,23114,NOT AVAILABLE,(804) 764-5290,REHABILITATION,OPEN,28,CHESTERFIELD,51041,USA,37.4668082,-77.658968,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.shelteringarms.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,28,NOT AVAILABLE,N,{9718F455-20E0-45CB-BA1F-3DB04230F6A8}
-9199662.6,4429765.94,34815,6524273,NORTON COMMUNITY HOSPITAL,100 15TH STREET NORTHWEST,NORTON,VA,24273,NOT AVAILABLE,(276) 679-9600,GENERAL ACUTE CARE,OPEN,129,NORTON,51720,USA,36.9329568,-82.641975,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.nchosp.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,129,NOT AVAILABLE,Y,{08F56D25-7677-482F-970F-D64C0C7B65E2}
-8619500,4514618.81,34835,11423298,VCU HEALTH SYSTEM,1200 E BROAD S,RICHMOND,VA,23219,NOT AVAILABLE,(804) 828-3815,GENERAL ACUTE CARE,OPEN,779,RICHMOND CITY,51760,USA,37.5398099,-77.430286,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.vcuhealth.org/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - DISTRICT/AUTHORITY,-999,779,LEVEL I,Y,{9F9C8F18-E7B7-413D-8CD2-637D4E99C2DF}
-8619412.6,4514663.5,34844,195023298,VCU MEDICAL CENTER,1250 EAST MARSHALL STREET,RICHMOND,VA,23298,NOT AVAILABLE,(804) 828-9000,GENERAL ACUTE CARE,OPEN,811,RICHMOND CITY,51760,USA,37.5401282,-77.429501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2020/05/06 00:00:00+00,https://www.vcuhealth.org/locations/location-details?practice=10,NOT AVAILABLE,NOT AVAILABLE,51,NOT AVAILABLE,-999,811,NOT AVAILABLE,N,{D94403A6-48AC-4EFD-BDDB-7D249FEF52E4}
-8471192.6,4407821.25,35081,147423456,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,NOT AVAILABLE,(757) 507-1520,GENERAL ACUTE CARE,OPEN,160,VIRGINIA BEACH,51810,USA,36.7752182,-76.098018,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.sentara.com/hospitalsfacilities/hospitals/princess-anne/pages/princess-anne.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,160,NOT AVAILABLE,Y,{49FB2803-65B9-4F30-BEDD-573EF6BEE4FA}
-8632016.4,4713099.57,35083,19620166,STONE SPRINGS HOSPITAL CENTER,24440 STONE SPRINGS BLVD,DULLES,VA,20166,NOT AVAILABLE,(571) 349-4000,GENERAL ACUTE CARE,OPEN,124,LOUDOUN,51107,USA,38.9401317,-77.542723,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,http://stonespringshospital.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,124,NOT AVAILABLE,Y,{AACE8F78-5A7D-48E1-AF43-8FA40BB92816}
-8542211.5,4479581.71,35091,20023188,EASTERN STATE HOSPITAL,4601 IRONBOUND ROAD,WILLIAMSBURG,VA,23188,2652,(757) 253-5161,PSYCHIATRIC,OPEN,300,JAMES CITY,51670,USA,37.2898228,-76.735992,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.esh.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,300,NOT AVAILABLE,N,{1911357C-7D8E-47F6-BC4C-31E0ED84F52D}
-8597430.8,4701335.81,35094,20122042,NORTHERN VIRGINIA MENTAL HEALTH INSTITUTE,3302 GALLOWS ROAD,FALLS CHURCH,VA,22042,3398,(703) 207-7100,PSYCHIATRIC,OPEN,123,FAIRFAX,51059,USA,38.8578892,-77.232035,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.nvmhi.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,123,NOT AVAILABLE,N,{F82C827C-9EF4-4EA8-8AB6-979D53DE74B7}
-8611592.7,4464574.58,35272,9723805,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,NOT AVAILABLE,(804) 765-5000,GENERAL ACUTE CARE,OPEN,300,PETERSBURG,51730,USA,37.182493,-77.359254,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2013/11/11 00:00:00+00,www.srmconline.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,300,LEVEL III,Y,{9D06D683-37E2-4F6D-96A1-9A3CD2102DD8}
-9152335.4,4383091.62,35861,147224201,REHABILITATION HOSPITAL OF BRISTOL LLC,103 NORTH STREET,BRISTOL,VA,24201,NOT AVAILABLE,(276) 642-7901,REHABILITATION,OPEN,25,BRISTOL,51520,USA,36.5970718,-82.216828,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.encompasshealth.com/locations/bristolrehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,25,NOT AVAILABLE,N,{DCE98CD3-3E72-4E96-90E8-A060AD5B8DB7}
